MemberName,CharacterName,Class,Level,Race,Main/Alt,Rank,AvailableDKP,EarnedDKP,SpentDKP,ApplicationDate,MembershipDate
Whoplays,Whoplays,Paladin,60,Human,main,member,56,61,5,2025-11-28 16:00:58,2025-12-20 01:51:26
Wiserunner,Wiserunner,Shaman,60,Barbarian,main,member,117,178,61,2026-01-19 20:44:29,2026-02-09 01:38:22
Wrenn,Wrenn,Shaman,60,Barbarian,main,member,114,126,12,2026-01-02 19:37:36,2026-01-05 21:29:02
Wyndsmyr,Wyndsmyr,Cleric,60,Dark Elf,main,applicant,75,58,42,2026-07-09 21:01:15,
Xaktar,Xaktar,Beastlord,60,Iksar,main,applicant,0,0,0,2026-07-13 03:04:03,
Xikikaz,Xikikaz,Beastlord,60,Iksar,main,member,1,208,235,2026-02-21 19:42:57,2026-03-06 01:43:27
Xikikaz,Rablak,Wizard,7,High Elf,alternate,member,1,208,235,2026-02-21 19:42:57,2026-03-06 01:43:27
Yeahbill,Stevejabs,Monk,60,Dark Elf,main,member,5,246,266,2024-10-28 00:12:46,2024-10-28 21:27:15
Yeahbill,Yeahbill,Enchanter,60,Gnome,main,member,5,246,266,2024-10-28 00:12:46,2024-10-28 21:27:15
Yeahbill,Frobow,Ranger,7,Halfling,alternate,member,5,246,266,2024-10-28 00:12:46,2024-10-28 21:27:15
Yeahbill,Spookyscary,Necromancer,55,Iksar,alternate,member,5,246,266,2024-10-28 00:12:46,2024-10-28 21:27:15
Yoren,Yoren,Shadow Knight,60,Human,main,member,41,73,32,2025-09-06 03:18:07,
Yoren,Horf,Shaman,49,Barbarian,alternate,member,41,73,32,2025-09-06 03:18:07,
Zedlord,Uppies,Cleric,60,Dwarf,alternate,officer,72,1397,1419,2024-10-24 03:14:37,
Zedlord,Zedlord,Necromancer,60,Iksar,main,officer,72,1397,1419,2024-10-24 03:14:37,
Zedlord,Hemophile,Shadow Knight,35,Iksar,alternate,officer,72,1397,1419,2024-10-24 03:14:37,
Zedlord,Martyrdom,Monk,38,Iksar,alternate,officer,72,1397,1419,2024-10-24 03:14:37,
Zedlord,Holyshirt,Paladin,60,Dark Elf,alternate,officer,72,1397,1419,2024-10-24 03:14:37,
Zedlord,Birche,Druid,60,Wood Elf,alternate,officer,72,1397,1419,2024-10-24 03:14:37,
Zedlord,Tayuya,Bard,60,Wood Elf,alternate,officer,72,1397,1419,2024-10-24 03:14:37,
Zedlord,Nightshayde,Rogue,60,Gnome,main,officer,72,1397,1419,2024-10-24 03:14:37,
Zenghu,Zenghu,Enchanter,50,Dark Elf,main,former,0,9,3,,
Zeny,Rinderpest,Shadow Knight,21,Human,alternate,inactive,116,543,427,2024-10-26 20:13:48,
Zeny,Allurer,Enchanter,6,Dark Elf,alternate,inactive,116,543,427,2024-10-26 20:13:48,
Zeny,Zeny,Cleric,60,Dark Elf,main,inactive,116,543,427,2024-10-26 20:13:48,
Zerrina,Zerrina,Necromancer,60,Dark Elf,main,member,104,648,581,2025-10-05 00:02:58,2025-10-26 20:04:18
Zerrina,Synapster,Enchanter,60,Human,main,member,104,648,581,2025-10-05 00:02:58,2025-10-26 20:04:18
Zhenya,Thalassa,Paladin,49,Erudite,alternate,member,38,38,0,2026-06-09 22:58:23,2026-06-29 17:15:47
Zhenya,Cygnus,Wizard,60,Dark Elf,alternate,member,38,38,0,2026-06-09 22:58:23,2026-06-29 17:15:47
Zhenya,Vexine,Druid,44,Wood Elf,alternate,member,38,38,0,2026-06-09 22:58:23,2026-06-29 17:15:47
Zhenya,Zhenya,Beastlord,60,Vah Shir,main,member,38,38,0,2026-06-09 22:58:23,2026-06-29 17:15:47
Zhenya,Elize,Cleric,51,Dark Elf,alternate,member,38,38,0,2026-06-09 22:58:23,2026-06-29 17:15:47
Zonka,Zonka,Magician,31,High Elf,main,applicant,0,0,0,2025-12-17 20:59:39,
Zonka,Toskew,Druid,10,Wood Elf,alternate,applicant,0,0,0,2025-12-17 20:59:39,
Zonka,Zekthar,Necromancer,3,Iksar,alternate,applicant,0,0,0,2025-12-17 20:59:39,
